date,ASX Small Ords Accum (Ex 100),S&P/ASX 200  Energy   ( TR)m,S&P/ASX 200 - Materials   ( TR)m,S&P/ASX 200 - Telecommunication Services   ( TR)m,S&P/ASX 200(TR)m,S&P/ASX 200 - Property Trusts   ( TR)m,ASX Small Ords Accum (Ex 100),AU NAB Business Confidence,AU NAB Business Conditions,AU NAB Trading Conditions,AU NAB Profitability,Aus NAB Employment,AU NAB Forward Orders,AU NAB Stocks,AU NAB Labour Costs,AU NAB Price of Final Products,Aus Employed - Unemployment Rate,AU NAB Capacity Utilisation,Aus AW Hours,Aus Real GDP mom%,Aus Nominal GDP mom%,Aus Gross Operating Surplus-Private Non financial mom%,Aus Non farm unit labour costs,Aus Wages share % GDP,Aus Rates of Pay Private Sector mom%,Aus Westpac-MI Consumer Sentiment Index,Aus Change in inventories Private real % GDP, Aus non Farm GDP real mom% ,Aust Real Retail Turnover - Total mom%,Aus CPI All Groups,Aus CPI All Groups ex volatile items,Aus CPI Weighted Median,Aus CPI Trimmed Mean,Aus Private Dwelling Investment mom%,Aus Private Capex Equip Investment ex transfers mom%,Aus GDP - Household Consumption mom%,Aus GDP - Private Investment mom%,Aus Terms of Trade,Aus Net External Debt mom%,NAB Business Conditions Deviation from Avge,NAB- NAPMNO Deviation from Avge,Aus Non-Residential Construction Investment mom%,Aus Average Hours(Market sector),Aus GDP per Hour Worked,Aus GDP per Hour Worked(Mkt sector),Aus NAB Business Confidence (SA),Aus NAB Business Conditions(SA),AU NAB Trading Conditions(SA),AU NAB Profitability(SA),Aus NAB Employment(SA),Aus NAB Forward Orders(SA),AU NAB Stocks(SA),AU NAB Labour Costs(SA),AU NAB Purchase Costs(SA),AU NAB Prices(SA),AU NAB Capacity Utilisation(SA),Aus Interest on Dwellings mom%,Aus Consumer Debt Interest mom%,Aus Current Account Deficit % GDP,Aus Household Interest Payments to Disposabl Income,Aus Household Housing Interest Payments to Disp Inc,Aus Household Debt to Assets,Aus Housing Debt to Housing Assets,Aus Total Assets to Disposable Income,Aus Financial  Assets to Disposable Income,Aus Househld Assets- Dwellings,Aus Househld Assets- Consumer Durables,Aus Household Assets- Deposits,"Aus Household Assets- Reserves Life, Pension funds",Aus Household Assets- Equity,Aus Household Assets- other Financial,Aus Household Assets -Total Financial,Aus Household Debt to Disposable Income,Aus Housing Debt to Disposable Income,Aus Housing Debt(est) % of annual Aust GDP,NAB Business Conditions SD from MAV(12),AUS Current Account % of AUS GDP,Aus Aggregate Monthly Hours Worked mom%,Aus Employed - Labour Force mom%,"NAB fwd Orders detrended, normalised",NAB Retail - BusConditions v Total Business Con(2),NAB FBP - BusinessConditions rel overall Condit(2),Australia General government net debtPercent of GDP,AU Westpac-MI Consumer Sentiment Index - Buy major HH item,AU Westpac-MI Consumer Sentiment Index - Family Finances now,AU Westpac-MI Consumer Sentiment Index - Family Finances 1yr,AU Westpac-MI Consumer Sentiment Index - Economic Conditions 1yr,AU Westpac-MI Consumer Sentiment Index - Economic Conditions 5yr,Aus Employment to Population Ratio,Aus Employed  (Part time),WBC Consumer Economic Conditions 5yr - 1yr,WBC WBC Consumer Sentiment Time to buy a House,Aust Underemployment rate
28/02/2009,3249.91,76174.27,51016.59,9450.6,22512.85,13623.22,3249.91,-24.4,-21.2,-18.4,-20.6,-24.7,-27.3,-9.8,0,0.6,5.3,79.5,88.04,0.29,0.11,0.59,85.39,51.47,0.24,85.8,0.09,0.34, -   ,2.78,3.48,4.6,4.17,-0.76,-1.35, -   ,-1.06,90.12,-1.2,-1.45,2.09,-2.05,93.15,85.99,81.8,-21.9,-16.5,-11.2,-14.3,-23.9,-25.3,-8.2,0.2,1.2,0.5,79.5,-2.38,-2.7,-14.93,10.58,8.01,22.4,28.66,707.29,284.48,3443.83,285.31,530.21,1073.96,569.1,335,2508.92,158.31,111.99,72.26,-1.31,-2.06,-2.29,0.53,-2.43,7.95,-4.02,-4.24,107.6,83.5,99.2,53.8,84.8,62.23,3140.97,31,147,7.25
31/03/2009,3581.77,83003.88,55863.98,8993.23,24310.04,13617.94,3581.77,-12.7,-17.2,-10.6,-13.3,-27.7,-18,-13.6,-0.8,0.4,5.71,78.9,87.9,0.32,0.12,0.65,84.8,51.3,0.28,85.6,0.1,0.37,0.99,2.3,3.2,4.6,4.1,-0.85,-1.52,0.42,-1.19,88.5,-1.34,-1.43,2.32,-2.32,92.7,86.4,81.9,-13.3,-16.3,-9.8,-11.7,-27.3,-19.7,-12.7,-0.3,0.7,0.3,79.1,-2.7,-3.07,-19.42,10.2,7.6,22.5,28.8,703.5,282.1,3449,286,534,1065,566,335,2501,158,112.2,72.03,-1.11,-1.66,-0.08,0.12,-1.15,6.59,-3.89,-3.69,104.1,74,98.9,53.2,97.7,61.9,3150.82,44.5,142.3,7.35
30/04/2009,4065.99,86968,58507.83,9402.83,25663.58,14444.76,4065.99,-12.9,-13.4,-6.4,-12.8,-21.1,-12.8,-17.7,-0.6,-0.1,5.51,79.1,87.64,0.24,-0.46,-2.55,84.54,51.53,0.23,92.7,0.14,0.26, -   ,2.04,2.97,4.47,3.94,-1.6,-0.16, -   ,-0.09,85.66,-2.04,-1.04,1.88,0.37,92.44,86.86,82.26,-12.8,-11.1,-3.4,-9.3,-19.8,-11.1,-15.7,-0.3,0,0.1,79.2,-3.32,-4.02,54.95,9.97,7.44,22.27,28.64,710.98,286.06,3499.77,286.66,535.32,1093.02,571.6,349.18,2549.79,158.16,112.5,73.35,-0.39,-2.58,0.28,0.01,0.6,14.72,-1.7,-3.15,107.4,82,110.6,62.2,101.6,61.95,3127.89,39.4,143.1,7.43
31/05/2009,4368.79,92491.68,62365.14,8817.74,26011.84,14993.3,4368.79,-6,-16.8,-12.9,-14.1,-23.5,-14.8,-14.3,-0.3,0,5.81,79.1,87.36,0.25,-0.48,-2.7,84.26,51.77,0.24,88.8,0.14,0.27, -   ,1.76,2.73,4.33,3.76,-1.68,-0.16, -   ,-0.09,82.74,-2.16,-1.19,1.44,0.38,92.16,87.34,82.64,-2.5,-13.1,-6.1,-8,-24.4,-13.9,-12.2,0,0,0,79.5,-3.55,-4.33,36.64,9.73,7.26,22.03,28.46,718.72,290.14,3552.23,287.34,536.68,1121.98,577.4,363.82,2600.21,158.34,112.8,74.73,-0.47,-3.54,-0.82,0.12,0.25,21.59,-8.26,-2.6,115.2,76.3,102.5,62.2,87.8,61.74,3155.85,25.6,140.8,7.65
30/06/2009,4501.86,92832.22,62317.12,9578.73,27053.61,15683.21,4501.86,3.5,-1.6,4.4,-0.5,-8.9,0.2,-12.6,0.1,-0.4,5.86,79.4,87.1,0.24,-0.47,-2.69,84,52,0.23,100.1,0.14,0.26,1.84,1.5,2.5,4.2,3.6,-1.65,-0.16,1.6,-0.09,79.9,-2.13,-0.46,1.44,0.36,91.9,87.8,83,5.1,-3.3,2.2,-3.1,-6.8,-2.4,-8.3,0.6,0.1,-0.2,79.2,-3.56,-4.38,25.95,9.5,7.1,21.8,28.3,726.2,294.1,3603,288,538,1150,583,378,2649,158.5,113.1,76.08,1.14,-4.49,0.28,-0.11,2.45,10.27,-2.93,-2.06,113.4,82.4,113.8,85.2,105.5,61.55,3157.59,20.3,145.8,7.5
31/07/2009,4907.93,96676.62,68212.8,9981.8,29032.28,16062.5,4907.93,10.9,0.7,5.4,2.9,-6.4,5.1,-12.3,0.5,0.1,5.67,79.9,87.03,0.11,0.11,-1,84.4,52.24,0.13,109.4,0.16,0.07, -   ,1.4,2.47,4.07,3.43,1.5,-0.4, -   ,-0.97,79.43,0.01,-0.13,1.45,-3.15,91.7,87.97,83.51,9.2,1.1,6,3.5,-6.9,6,-9,-1.1,0,-0.5,80.5,1.9,1.38,10.48,9.6,7.17,21.56,27.93,738.53,299.56,3677.47,289.01,542.72,1191.11,594.46,378.67,2707.29,159.34,113.57,75.8,2.04,-4.95,-0.41,0.21,3.8,-0.03,7.38,-1.51,124.1,81.7,117.2,101.8,122,61.7,3202.39,20.2,143.9,7.56
31/08/2009,5220.58,103617.37,67874.6,9624.04,30939.49,18637.75,5220.58,16.9,5,12.1,9.4,-6.3,1.3,-7.9,0.5,0.2,5.72,80.4,86.97,0.11,0.11,-1.01,84.81,52.47,0.14,113.4,0.16,0.07, -   ,1.3,2.43,3.93,3.26,1.48,-0.4, -   ,-0.98,78.96,0.01,0.08,1.04,-3.25,91.5,88.14,84.01,14.5,3.8,12,7.9,-8.3,1.2,-7,-0.1,0.1,0.1,80.5,1.87,1.36,9.48,9.7,7.23,21.33,27.56,750.87,305.02,3751.93,290.02,547.43,1232.22,605.91,379.35,2765.59,160.18,114.04,75.5,2.13,-5.41,0.12,-0.04,2.67,4.47,4.31,-0.95,126.9,82.8,121.1,113.3,123.1,61.54,3218.02,9.8,146.3,7.56
30/09/2009,5484.03,105216.76,69650.95,9653.76,32870.39,20458.95,5484.03,19.2,6.9,11.7,7.9,1.2,7.7,0.5,0.5,0.1,5.66,80.1,86.9,0.11,0.11,-0.99,85.2,52.7,0.13,119.3,0.16,0.07,-0.81,1.2,2.4,3.8,3.1,1.41,-0.39,0.44,-0.96,78.5,0.01,-0.02,0.64,-3.25,91.3,88.3,84.5,14.8,2.5,4.2,1.5,-0.2,3.5,-4.4,0.6,0.3,0.3,79.9,1.77,1.3,8.38,9.8,7.3,21.1,27.2,762.8,310.3,3824,291,552,1272,617,380,2822,161,114.5,75.22,1.56,-5.86,0.86,0.14,2.78,0.71,5.48,-0.42,129.4,89.6,121.9,124.4,131.3,61.57,3231.49,6.9,144.9,7.6
31/10/2009,5419.08,99670.98,69779.65,9690.72,32185.68,18609.74,5419.08,19.7,14.9,19.1,17.8,7.9,6.4,9.4,1,0.2,5.62,82.7,87.24,0.26,0.76,1.53,85.44,52.53,0.24,121.4,-0.22,0.27, -   ,1.5,2.43,3.83,3.13,0.95,4.32, -   ,1.26,79.65,1.85,0.62,1.09,-0.4,91.7,88.2,84.47,16.3,11,14.5,13.4,5.1,5.1,2,0.8,0.2,0.3,82,1.12,0.9,4.64,10,7.5,20.83,26.76,775.27,312.25,3922.39,291.67,555.37,1288.51,617.34,380,2841.88,161.57,115.31,75.67,2.32,-6.09,-0.51,0.05,2.58,-3.17,4.74,0.14,131.5,93.4,122.6,131.4,127.9,61.54,3238.16,-3.5,128.9,7.56
30/11/2009,5515,99698.59,76085.15,9902.95,32759.73,18798.15,5515,16.1,13.1,19.7,14.9,4.6,9.4,7.6,0.9,0.2,5.56,82.3,87.56,0.25,0.73,1.46,85.66,52.37,0.22,118.3,-0.21,0.26, -   ,1.8,2.47,3.87,3.17,0.91,4.01, -   ,1.2,80.75,1.76,0.47,1.33,-0.39,92.1,88.1,84.43,19.3,9,15.8,11.1,1.6,7.2,0.3,0.8,0.3,0.2,81.5,1.07,0.86,4.29,10.2,7.7,20.57,26.34,787.33,314.15,4017.61,292.33,558.63,1304.49,617.66,380,2861.12,162.13,116.09,76.1,1.45,-6.3,1.31,0.21,2.36,2.24,6.47,0.67,129.9,92.8,117.6,128.1,123.2,61.64,3242.65,-4.9,123.8,7.6
31/12/2009,5751.62,102751.13,79319.63,10005.61,33985.86,19433.11,5751.62,6.9,16.3,24.1,19.5,5.4,8,-0.5,0.8,0.2,5.49,82.1,87.9,0.26,0.75,1.49,85.9,52.2,0.24,113.8,-0.21,0.26,1.26,2.1,2.5,3.9,3.2,0.93,3.98,1.36,1.23,81.9,1.78,0.48,1.17,-0.4,92.5,88,84.4,8.6,9.1,14.3,8.9,5.5,10,-2.4,1,0.7,0.3,81.4,1.1,0.89,4.25,10.4,7.9,20.3,25.9,799.8,316.1,4116,293,562,1321,618,380,2881,162.7,116.9,76.55,1.22,-6.52,0.13,0.26,2.23,-4.1,11.22,1.23,126.9,91,110.6,118.9,121.5,61.76,3270.52,2.6,127,7.54
31/01/2010,5324.44,92636.12,72119.7,9695.68,31886.25,18875.11,5324.44,17.3,-3.9,-6.3,-7.3,2,-2.2,-6.1,0.9,0.4,5.27,80.8,87.97,0.15,0.8,0.24,86.04,52.2,0.27,120.1,0.18,0.2, -   ,2.38,2.64,3.76,3.17,-0.75,-2.85, -   ,-1.3,83.55,0.52,0.32,0.92,-1.44,92.81,88.03,84.37,17.1,7,3.9,4.6,7.7,2.5,0.1,1.2,0.5,0.3,82.1,2.87,1.83,-5.02,10.57,8.04,20.2,25.66,805.14,316.2,4182.48,294.03,565.44,1329.27,619.03,380.69,2894.43,162.8,117.21,76.62,0.83,-6.14,0.15,0.22,0.78,-17.02,9.65,1.66,136.7,95.8,122.2,127,119,61.94,3297.19,-8,127.2,7.55
28/02/2010,5298.88,93441.16,73858.85,9080.55,32576.06,19150.26,5298.88,14.8,3.3,2.7,2,5.1,2.2,-4.6,0.8,0.4,5.3,80.7,88.03,0.13,0.72,0.21,86.16,52.2,0.23,117,0.16,0.18, -   ,2.62,2.76,3.64,3.13,-0.69,-2.65, -   ,-1.19,85.05,0.47,0.41,0.91,-1.32,93.09,88.07,84.33,16.6,8.2,9.9,8.4,6.3,4.5,-2.5,1,0.6,0.3,80.8,2.52,1.62,-4.77,10.73,8.16,20.1,25.44,809.96,316.3,4242.52,294.97,568.56,1336.73,619.97,381.31,2906.57,162.9,117.49,76.68,0.73,-5.81,0.25,-0.12,0.67,-3.87,10.49,2.05,131.1,90.6,116.6,126,121,61.74,3297.19,-5,115.4,7.47
31/03/2010,5661.34,102539.38,80185.27,9103.72,34448.55,19140.54,5661.34,15.9,10.5,13.3,7.9,10.4,5.7,2,0.9,0.3,5.42,81.9,88.1,0.15,0.79,0.24,86.3,52.2,0.27,117.3,0.18,0.2,-0.06,2.9,2.9,3.5,3.1,-0.76,-3.01,0.49,-1.34,86.7,0.52,0.6,0.48,-1.48,93.4,88.1,84.3,14,10.7,13.6,8.4,10.8,4.2,1.7,1.4,0.7,0.2,81.9,2.72,1.77,-5.55,10.9,8.3,20,25.2,815.3,316.4,4309,296,572,1345,621,382,2920,163,117.8,76.75,0.82,-5.44,-0.75,0.18,0.33,-6.83,6.84,2.48,130.4,91.8,123,123.6,117.6,61.68,3289.5,-6,112.4,7.29
30/04/2010,5662.39,100140.41,76974.33,9613.05,33973.06,19852.21,5662.39,11.9,5.7,6.2,3.7,7.2,2,4,1.2,0.1,5.5,81.7,88.46,0.22,1.16,4.07,87.06,51.97,0.29,116.1,-0.13,0.19, -   ,2.93,2.9,3.4,3,1.42,-1.54, -   ,0.79,89.93,0.72,0.33,-0.14,3.13,93.63,87.97,84.33,12.6,7.2,8.3,6.7,7.8,2,6.3,1.4,0.9,0.3,81.9,3.25,2.31,-19.14,11.1,8.46,20.23,25.46,809.46,313.24,4299.44,296.66,574.64,1322.58,613.09,390.24,2900.55,163.59,118.29,76.41,0.34,-4.35,0.79,0.19,-0.11,-18.32,10.48,2.9,132.4,91.3,113.2,125.1,118.4,61.67,3259.23,-6.7,104.3,7.11
31/05/2010,5199.28,93279.94,72457.68,8916.34,31422.49,19043.84,5199.28,2.3,4.1,4.6,-1.6,9.4,-0.2,-1.4,1,0.4,5.23,81.6,88.84,0.22,1.18,4.04,87.84,51.73,0.29,108,-0.13,0.2, -   ,2.97,2.9,3.3,2.9,1.45,-1.62, -   ,0.81,93.27,0.73,0.4,-0.07,3.13,93.87,87.83,84.37,6.3,8.1,11.5,4.7,8.9,0.8,1.2,1.3,1,0.5,82,3.25,2.33,-24.46,11.3,8.64,20.47,25.74,803.44,309.96,4289.56,297.34,577.36,1299.42,604.91,398.76,2880.45,164.21,118.81,76.06,0.27,-3.25,1.12,-0.26,-0.42,-15.94,4.95,3.33,127.8,93.6,109.1,103.4,105.8,61.62,3244.11,2.4,88.2,6.99
30/06/2010,5005.19,90832.38,71655.43,9764.17,30609.97,18883.89,5005.19,4,7.6,12.4,6.7,3.7,3.2,-5,0.7,0.2,5.14,82.1,89.2,0.21,1.13,3.76,88.6,51.5,0.29,101.9,-0.13,0.19,0.96,3,2.9,3.2,2.8,1.38,-1.59,1.46,0.78,96.5,0.71,0.24,0.06,2.94,94.1,87.7,84.4,7.1,5.9,9.9,4.4,5.8,1.2,-0.3,1.2,0.9,0.5,81.9,3.05,2.21,-31.33,11.5,8.8,20.7,26,797.6,306.8,4280,298,580,1277,597,407,2861,164.8,119.3,75.73,-0.25,-2.21,-0.03,0.4,-0.4,-8.64,5.59,3.75,125,77.1,104.6,106.4,96.3,61.85,3279.91,-10.1,94.6,7.03
31/07/2010,5266.15,94262.23,75174.71,9717.5,31977.26,19076.14,5266.15,3.8,5.1,7.6,2.7,5.1,-6.8,-5.1,3.6,0.9,5.29,81.6,89.33,0.23,0.49,-0.17,89.17,51.63,0.38,113.1,0.12,0.22, -   ,2.97,2.93,3.07,2.73,0.66,-1.11, -   ,0.34,97.07,-0.48,0.25,0.04,1.68,94.27,87.77,84.27,2.6,6.1,8.8,3.9,4.8,-4.9,-1.8,1.9,0.6,0.4,82.2,-0.61,-0.09,20.56,11.53,8.83,20.67,26.1,796.18,307.84,4285.73,298.67,589.1,1292.5,601.04,407.34,2889.64,164.36,119.17,75.85,-0.41,-2.65,-0.39,0.39,-1.09,-12.37,10.52,4.18,134.1,90.4,112.2,117,111.9,61.93,3305.97,-5.1,109.4,7.07
31/08/2010,5361.16,95372.06,73399.51,8835.16,31609.43,19789.23,5361.16,10.4,5.5,6,4.3,6.1,-5,-2.4,2.2,0.5,5.03,81.4,89.47,0.23,0.48,-0.17,89.75,51.77,0.39,119.2,0.12,0.22, -   ,2.93,2.97,2.93,2.67,0.66,-1.13, -   ,0.34,97.65,-0.49,0.15,0.17,1.66,94.44,87.83,84.13,8.1,4.7,6.1,2.6,4.8,-4.4,-1.6,1.5,0.8,0.4,81.6,-0.62,-0.09,17.05,11.57,8.87,20.63,26.2,794.77,308.89,4291.46,299.35,598.2,1308,605.09,407.67,2918.28,163.92,119.03,75.97,-1.08,-3.08,0.96,0.11,-0.97,-16.98,3.44,4.61,138.8,95.5,119,127.1,115.5,62.09,3284.02,-11.6,119.3,7.19
30/09/2010,5847.56,97755.73,78664.03,8441.93,33069.97,19610.18,5847.56,15.7,10.5,16.9,10.3,4.2,4.4,7.1,1.1,0.3,5.05,81.8,89.6,0.22,0.47,-0.16,90.3,51.9,0.37,113.2,0.11,0.21,0.61,2.9,3,2.8,2.6,0.63,-1.1,0.99,0.33,98.2,-0.47,0.22,0.22,1.58,94.6,87.9,84,11.6,5.7,9.4,3.6,2.2,0,2.4,1.3,0.3,0.4,81.5,-0.6,-0.09,14.1,11.6,8.9,20.6,26.3,793.4,309.9,4297,300,607,1323,609,408,2946,163.5,118.9,76.08,-0.83,-3.5,-0.06,0.27,-0.35,-10.88,5.99,5.03,133.6,94.4,111.7,118,108.4,62.17,3272.99,-9.6,113.4,7.15
31/10/2010,6040.91,99216.62,83095.59,8595.51,33659.48,19522.93,6040.91,12,5.4,7.8,1.5,6.8,0,12,1.4,0.2,5.28,81.8,89.84,0.29,0.63,1.26,90.7,51.87,0.32,117,0.08,0.27, -   ,2.8,2.8,2.73,2.47,-0.72,1.96, -   ,0.33,99.08,-1.44,-0.04,-0.43,0.18,94.77,87.9,84.13,8.5,2.2,3.9,-1.7,4.1,-1.7,4.8,1.2,0.7,0.2,81.1,2.69,1.92,0.54,11.63,8.93,20.63,26.43,790.81,310,4305.09,300.34,611.38,1339.51,610.68,408.67,2969.59,163.26,118.77,76.2,-2.41,-3.5,0.43,0.39,-0.51,-13.89,5.84,5.46,146.7,93.7,107.5,127,110,62.19,3311.63,-17,110.3,7.05
30/11/2010,6072.94,100517.97,83798.8,9038.4,33298.68,19121.85,6072.94,2.9,7.2,8.4,5.2,7.9,1.8,7.6,1.2,0.3,5.11,81.9,90.06,0.28,0.61,1.21,91.1,51.83,0.3,110.7,0.08,0.26, -   ,2.7,2.6,2.67,2.33,-0.7,1.86, -   ,0.32,99.92,-1.41,0.04,-0.58,0.18,94.93,87.9,84.27,5.7,3.3,4.9,1.4,4.8,-0.6,0.2,1.1,0.5,0.4,81.1,2.54,1.82,0.52,11.67,8.97,20.67,26.57,788.29,310.1,4312.91,300.66,615.62,1355.49,612.32,409.33,2992.41,163.04,118.63,76.31,-1.42,-3.5,0.16,0.34,-0.28,-21.37,8.53,5.88,143.9,84.2,108,114.5,103,62.44,3305.19,-11.5,102.2,6.91
31/12/2010,6502.3,105093.19,89211.27,8974.51,34518.54,19353.92,6502.3,-3.7,10.1,16.4,10.4,3.5,-4,5.5,1,0.4,4.88,82.8,90.3,0.28,0.63,1.23,91.5,51.8,0.32,111,0.08,0.27,-0.21,2.6,2.4,2.6,2.2,-0.73,1.89,1.1,0.33,100.8,-1.48,-0.01,-0.67,0.18,95.1,87.9,84.4,-2.6,2.7,6.6,-0.3,2.9,-2.7,3.1,1.2,0.9,0.6,82.1,2.56,1.85,0.53,11.7,9,20.7,26.7,785.7,310.2,4321,301,620,1372,614,410,3016,162.8,118.5,76.42,-1.36,-3.49,-0.12,-0.19,-0.43,-4.25,6.45,6.31,145.1,87.6,110.9,115.7,95.6,62.4,3313.83,-20.1,118.3,6.95
31/01/2011,6360.66,103802.32,86534.52,9066.78,34582.28,19820.9,6360.66,6.8,-13.1,-16.1,-18.6,-4.5,-7.9,-7.9,0.9,0.7,5,79.2,90.61,-0.11,0.52,-1.5,91.88,52.11,0.32,104.6,0.02,-0.11, -   ,2.88,2.47,2.57,2.2,0.91,1.25, -   ,1.69,102.76,1.54,-0.38,-1.21,3.51,95.34,87.52,84.09,6,-2.3,-5.7,-6.6,1.5,-3.5,-2.1,1.3,0.8,0.5,80.5,-0.13,0.16,-0.51,11.7,9.03,20.8,26.87,780.5,308.93,4315.83,301.69,622.76,1378.54,614.69,409.66,3025.64,162.52,118.36,76.51,-3.02,-3.46,0.81,0.41,-0.47,-11.02,7.35,6.67,139.3,85.8,104.7,97.6,95.8,62.47,3336,-1.8,114.9,6.84
28/02/2011,6441.78,107790.93,89685.27,9289.45,35394.9,20461.75,6441.78,8.7,-5.4,-7.7,-10.5,2,-4.4,-4.2,1,0.6,4.98,81.1,90.89,-0.1,0.47,-1.38,92.22,52.39,0.3,106.6,0.02,-0.1, -   ,3.12,2.53,2.53,2.2,0.81,1.11, -   ,1.5,104.54,1.37,-0.28,-1.16,3.06,95.56,87.18,83.81,9.8,-0.9,-1.3,-4.9,3.6,-1.8,-1.6,1.3,1,0.5,81.3,-0.12,0.15,-0.46,11.7,9.07,20.9,27.03,775.8,307.77,4311.17,302.31,625.24,1384.46,615.31,409.34,3034.36,162.28,118.24,76.6,-1.56,-3.42,-0.14,-0.25,-0.16,-10.12,9.34,7,140.5,82,106.2,98.7,105.6,62.24,3278.95,6.9,117.1,6.87
31/03/2011,6424.92,111787.28,90811.48,9416.22,35632.05,20089.04,6424.92,8.7,7.8,13.2,8.5,1.7,2.7,1.5,0.7,0.6,4.93,81.3,91.2,-0.11,0.52,-1.54,92.6,52.7,0.32,104.1,0.02,-0.11,-0.15,3.4,2.6,2.5,2.2,0.89,1.22,0.59,1.64,106.5,1.5,0.32,-0.26,3.29,95.8,86.8,83.5,6.9,7,12.1,8.4,1.4,-0.6,1.2,1.2,1.5,0.6,81.2,-0.13,0.16,-0.51,11.7,9.1,21,27.2,770.6,306.5,4306,303,628,1391,616,409,3044,162,118.1,76.68,0.77,-3.39,-0.01,0.3,0.06,-9.48,8.75,7.36,133.8,80.7,99,104.3,102.5,62.37,3283.58,-1.8,114.5,6.95
30/04/2011,6256.94,109272.7,88982.63,9722.32,35527.91,20131.41,6256.94,6.2,2.9,4.5,0.5,3.7,-2.2,0.2,1.3,0.5,4.96,81.6,91.04,0.42,0.84,3.44,92.76,52.47,0.24,105.3,0.19,0.41, -   ,3.5,2.6,2.63,2.36,0.04,0.89, -   ,0.83,107.23,0.15,0.1,-0.41,1.34,95.57,87.33,84.23,5.9,4.1,6.7,2.7,4.4,-1.8,1.9,1.5,0.9,0.7,81.7,1.55,0.56,-8.96,11.7,9.1,21.13,27.3,765.59,304.13,4309.3,303.33,628.33,1387.37,613.03,411.31,3040.04,161.9,117.84,76.06,0.07,-3.06,-1.59,-0.26,-0.06,-10.09,6.52,7.71,138.4,80.8,100.4,107.8,99.1,62.11,3298.27,-8.7,108.6,7.03
31/05/2011,6138.82,108504.08,87650.45,10124.94,34829.07,20128.81,6138.82,2.6,-2.9,-4.3,-6.8,2.3,-3.5,-2.3,0.8,0.4,5.01,81.1,90.86,0.43,0.86,3.44,92.94,52.23,0.26,103.9,0.19,0.43, -   ,3.6,2.6,2.77,2.54,0.05,0.92, -   ,0.85,107.97,0.15,-0.11,-0.18,1.37,95.33,87.87,84.97,7.4,1.3,2.5,-0.1,2.3,-2.4,0.4,1.2,1,0.5,81.5,1.58,0.58,-10.16,11.7,9.1,21.27,27.4,760.41,301.67,4312.7,303.67,628.67,1383.63,609.97,413.69,3035.96,161.8,117.56,75.43,-0.65,-2.73,1.24,-0.02,-0.11,-13.7,8.03,8.07,140.8,77.5,94.4,104.4,102.6,61.99,3336.21,-1.8,110.7,7.07
30/06/2011,5826.66,99346.64,85879.95,9710.5,34200.68,19987.08,5826.66,-2.2,3.7,6.6,-0.5,4.9,-2.7,-7.1,0.9,0.1,4.92,81.7,90.7,0.42,0.82,3.22,93.1,52,0.24,101.2,0.18,0.41,0.33,3.7,2.6,2.9,2.7,0.04,0.88,0.67,0.82,108.7,0.15,-0.05,-0.16,1.3,95.1,88.4,85.7,2.5,2.1,3.9,-3,7.1,-3.8,-2.4,1.5,0.8,0.4,81.4,1.5,0.56,-10.95,11.7,9.1,21.4,27.5,755.4,299.3,4316,304,629,1380,607,416,3032,161.7,117.3,74.83,-0.31,-2.41,0.52,0.19,-0.25,-24.79,16.69,8.42,137.9,75.9,95.5,97.9,98.8,62.1,3298.18,0.9,115.4,6.98
31/07/2011,5908.08,95360.8,84350.8,10053.43,32841.59,18670.76,5908.08,1.8,-1.4,1.2,-3.4,-2.2,-6.7,-0.5,3.4,1,5.09,79.9,90.8,0.46,0.63,1.19,93.23,51.87,0.34,92.8,-0.31,0.47, -   ,3.6,2.5,2.83,2.63,-0.78,2.31, -   ,2.65,109.27,2.38,-0.22,0.03,6.71,95.23,88.7,86.07,0.8,-0.1,3,-1.5,-2.4,-4.3,3.1,1.6,0.7,0.5,80.4,0.48,-0.57,11.27,11.63,9.07,21.64,27.97,744.35,295.26,4271.86,304.67,636.75,1354.73,601.95,416,3009.09,161.13,117.2,74.67,-0.93,-2.66,0.03,0.22,-0.33,-5.78,6.85,8.79,124.8,74.4,91.7,84.7,88.8,62.04,3325.58,4.1,119.3,6.81
31/08/2011,5749.41,90338.3,80395.68,10642.7,32214.85,19252.43,5749.41,-5.5,-2.1,-3.3,-4,1.1,-6.9,0,2.1,0.5,5.27,80.2,90.9,0.46,0.62,1.18,93.37,51.73,0.34,89.6,-0.31,0.46, -   ,3.5,2.4,2.77,2.57,-0.79,2.26, -   ,2.58,109.85,2.32,-0.37,-0.12,6.29,95.37,89.01,86.44,-7.2,-2.2,-2.7,-5.4,0.3,-5.6,0.4,1.3,0.8,0.4,80.4,0.48,-0.57,10.12,11.57,9.03,21.87,28.44,733.3,291.21,4227.72,305.35,644.5,1329.46,596.89,416,2986.17,160.55,117.1,74.5,-1.51,-2.91,0.1,0.27,-0.51,-8.36,7.14,9.15,127.7,71.8,87,73.2,88.3,62.02,3333.17,15.1,114.6,6.75
