date,ASX Small Ords Accum (Ex 100),S&P/ASX 200  Energy   ( TR)m,S&P/ASX 200 - Materials   ( TR)m,S&P/ASX 200 - Telecommunication Services   ( TR)m,S&P/ASX 200(TR)m,S&P/ASX 200 - Property Trusts   ( TR)m,ASX Small Ords Accum (Ex 100),AU NAB Business Confidence,AU NAB Business Conditions,AU NAB Trading Conditions,AU NAB Profitability,Aus NAB Employment,AU NAB Forward Orders,AU NAB Stocks,AU NAB Labour Costs,AU NAB Price of Final Products,Aus Employed - Unemployment Rate,AU NAB Capacity Utilisation,Aus AW Hours,Aus Real GDP mom%,Aus Nominal GDP mom%,Aus Gross Operating Surplus-Private Non financial mom%,Aus Non farm unit labour costs,Aus Wages share % GDP,Aus Rates of Pay Private Sector mom%,Aus Westpac-MI Consumer Sentiment Index,Aus Change in inventories Private real % GDP, Aus non Farm GDP real mom% ,Aust Real Retail Turnover - Total mom%,Aus CPI All Groups,Aus CPI All Groups ex volatile items,Aus CPI Weighted Median,Aus CPI Trimmed Mean,Aus Private Dwelling Investment mom%,Aus Private Capex Equip Investment ex transfers mom%,Aus GDP - Household Consumption mom%,Aus GDP - Private Investment mom%,Aus Terms of Trade,Aus Net External Debt mom%,NAB Business Conditions Deviation from Avge,NAB- NAPMNO Deviation from Avge,Aus Non-Residential Construction Investment mom%,Aus Average Hours(Market sector),Aus GDP per Hour Worked,Aus GDP per Hour Worked(Mkt sector),Aus NAB Business Confidence (SA),Aus NAB Business Conditions(SA),AU NAB Trading Conditions(SA),AU NAB Profitability(SA),Aus NAB Employment(SA),Aus NAB Forward Orders(SA),AU NAB Stocks(SA),AU NAB Labour Costs(SA),AU NAB Purchase Costs(SA),AU NAB Prices(SA),AU NAB Capacity Utilisation(SA),Aus Interest on Dwellings mom%,Aus Consumer Debt Interest mom%,Aus Current Account Deficit % GDP,Aus Household Interest Payments to Disposabl Income,Aus Household Housing Interest Payments to Disp Inc,Aus Household Debt to Assets,Aus Housing Debt to Housing Assets,Aus Total Assets to Disposable Income,Aus Financial  Assets to Disposable Income,Aus Househld Assets- Dwellings,Aus Househld Assets- Consumer Durables,Aus Household Assets- Deposits,"Aus Household Assets- Reserves Life, Pension funds",Aus Household Assets- Equity,Aus Household Assets- other Financial,Aus Household Assets -Total Financial,Aus Household Debt to Disposable Income,Aus Housing Debt to Disposable Income,Aus Housing Debt(est) % of annual Aust GDP,NAB Business Conditions SD from MAV(12),AUS Current Account % of AUS GDP,Aus Aggregate Monthly Hours Worked mom%,Aus Employed - Labour Force mom%,"NAB fwd Orders detrended, normalised",NAB Retail - BusConditions v Total Business Con(2),NAB FBP - BusinessConditions rel overall Condit(2),Australia General government net debtPercent of GDP,AU Westpac-MI Consumer Sentiment Index - Buy major HH item,AU Westpac-MI Consumer Sentiment Index - Family Finances now,AU Westpac-MI Consumer Sentiment Index - Family Finances 1yr,AU Westpac-MI Consumer Sentiment Index - Economic Conditions 1yr,AU Westpac-MI Consumer Sentiment Index - Economic Conditions 5yr,Aus Employment to Population Ratio,Aus Employed  (Part time),WBC Consumer Economic Conditions 5yr - 1yr,WBC WBC Consumer Sentiment Time to buy a House,Aust Underemployment rate
30/04/2014,5383.81,100853.85,70679.7,21869.01,46375.34,29613.73,5383.81,7,-0.2,2.4,-3.4,0.2,-5.4,-2.2,0.6,0.1,5.8,80.3,92.67,0.16,0,-0.96,94.53,53.1,0.17,99.7,0.18,0.16, -   ,2.97,2.73,2.43,2.73,0.38,-1.16, -   ,0.18,89.61,0.72,-0.1,-0.3,0.42,96.43,94.2,92.7,6.7,1.5,4.9,-0.5,0.7,-3.5,-0.6,0.8,0.8,0.2,80.5,0.08,0.84,7.83,9.17,6.97,20.83,28.43,792.95,335.73,4810.99,326.99,792.31,1758.89,715.27,504.66,3771.47,165.16,121.76,79.75,0.8,-2.39,-0.64,-0.03,-0.28,-20.03,8.52,17.03,123.1,91.8,102.8,94.9,86.1,60.91,3529.68,-8.8,115.9,7.65
31/05/2014,5388.24,103832.65,68693.54,22366.11,46690.53,29629.65,5388.24,3,-3.8,-2.7,-8,-0.6,-1.4,-1.4,0.4,0,5.93,79.7,92.73,0.16,0,-1,94.77,53.2,0.17,92.9,0.19,0.17, -   ,3.03,2.77,2.47,2.77,0.4,-1.21, -   ,0.18,88.59,0.74,-0.2,-0.62,0.43,96.47,94.3,92.9,7.8,0.1,2.6,-2.4,0.2,0.1,0.3,0.8,0.5,0.1,80.1,0.09,0.86,7.5,9.13,6.93,20.87,28.47,794.05,335.87,4843.01,328.01,794.69,1769.11,720.73,505.34,3789.53,165.54,122.14,80.46,0.43,-2.57,0.5,-0.06,0.17,-12.71,6.6,17.29,127.1,81.6,79,81.4,95.6,60.74,3490.66,14.2,108.8,7.76
30/06/2014,5328.27,102498.52,67581.12,21799.14,45991.23,30618.03,5328.27,2.6,2.9,8.5,5.1,-4.9,-0.5,0,0.1,-0.2,6.05,79.4,92.8,0.16,0,-0.98,95,53.3,0.17,93.2,0.18,0.16,0.08,3.1,2.8,2.5,2.8,0.38,-1.18,0.43,0.18,87.6,0.71,-0.11,-0.56,0.42,96.5,94.4,93.1,6.8,1.3,5.4,1.8,-3.4,-0.9,4,0.7,0.5,0.2,79.3,0.08,0.82,6.75,9.1,6.9,20.9,28.5,795.1,336,4874,329,797,1779,726,506,3807,165.9,122.5,81.15,0.5,-2.74,0.43,0.27,-0.04,-11.85,7.23,17.54,128.4,77.3,82.9,83.8,93.4,60.76,3528.82,9.6,121.2,7.93
31/07/2014,5590.08,104727.16,72809.95,22941.31,48015.77,32148.49,5590.08,10.4,5.9,10.8,6.6,0.2,2.5,-1,2.9,0.8,6.18,80.3,92.87,0.15,-0.02,-2.04,95.1,53.47,0.2,94.9,0.12,0.15, -   ,2.83,2.56,2.47,2.67,0.11,3.2, -   ,-0.97,86.56,0.56,0.34,-0.23,-2.99,96.5,94.47,93.2,8.8,7.3,12.6,8.9,0,4.2,1.7,0.9,0.8,0.3,80.8,0.15,-0.5,17.7,9.1,6.9,20.83,28.47,797.09,337.35,4901.63,330.35,806.77,1788.1,730.38,514.42,3838.34,165.97,122.6,81.39,1.65,-3.23,-0.13,0.29,0.54,-10.94,2.69,17.79,125.8,78.7,93.1,87.1,89.8,60.77,3515.55,2.7,111.2,8.3
31/08/2014,5720.7,108796.63,70090.31,23927.95,48315.27,32693.1,5720.7,8.1,3.5,6.5,3.8,0.2,-0.8,2.9,1.5,0.4,6.1,80.3,92.93,0.15,-0.02,-2.08,95.2,53.64,0.19,98.5,0.12,0.15, -   ,2.56,2.33,2.43,2.53,0.11,3.1, -   ,-0.98,85.51,0.56,0.09,-0.78,-3.08,96.5,94.53,93.3,8.2,4,7.1,3.8,0.1,-0.2,2.3,0.8,0.6,0.2,80.4,0.15,-0.5,15.04,9.1,6.9,20.77,28.43,799.08,338.7,4929.26,331.7,816.54,1797.2,734.76,522.85,3869.67,166.03,122.7,81.62,0.65,-3.72,0.02,-0.06,-0.13,-16.79,5.76,18.05,128.19,88.07,95.33,94.33,86.3,60.71,3532.57,-8.03,121.99,8.39
30/09/2014,5407.8,102546.95,65693.8,23007.1,45716.65,30943.44,5407.8,8.1,4.3,11.5,4.7,-3.2,-0.7,1.2,0.6,0,6.23,80.7,93,0.14,-0.02,-2.05,95.3,53.8,0.19,94,0.11,0.15,1.02,2.3,2.1,2.4,2.4,0.11,2.91,0.91,-0.96,84.5,0.54,-0.19,-0.88,-3.07,96.5,94.6,93.4,4.4,0.3,7.8,-0.1,-5.9,-4.3,-1.5,0.9,0.5,0.1,80.1,0.15,-0.49,12.65,9.1,6.9,20.7,28.4,801,340,4956,333,826,1806,739,531,3900,166.1,122.8,81.85,-0.33,-4.19,-0.28,0.13,-0.65,-9.8,2.11,18.3,125.7,83.8,95.4,86.5,78.5,60.64,3536.21,-8,111.3,8.82
31/10/2014,5378.44,98810.09,65682.82,24393.92,47741.32,33042.48,5378.44,8.1,14.4,22.4,16.2,4.7,6.4,10.1,1.1,0.5,6.36,80.8,92.97,0.13,0.21,-0.49,95.4,53.73,0.2,94.8,-0.33,0.11, -   ,2.1,2.1,2.4,2.33,1.1,-0.19, -   ,0.01,83.89,1.58,0.7,0.17,-0.98,96.43,94.73,93.57,5.6,12.1,18.9,15.1,1.4,5.9,5.5,1.1,0.7,0.5,80.5,0.27,-1.3,-8.33,9.1,6.93,20.6,28.27,806.32,341.99,5012.61,334.68,834.09,1825.88,747.09,532.01,3937.74,166.37,123.1,82.22,2.8,-3.83,0.02,0.09,0.67,-12.65,12.41,18.56,125.2,87.5,96.6,82,82.8,60.54,3529.66,0.8,113.9,8.21
30/11/2014,5173.47,85785.88,62049.42,24686.99,46187.8,33018.2,5173.47,0.8,8.8,15.6,9,1.9,6.9,7.1,0.6,0.3,6.3,81.1,92.93,0.12,0.2,-0.48,95.5,53.67,0.18,96.6,-0.32,0.11, -   ,1.9,2.1,2.4,2.27,1.06,-0.18, -   ,0.01,83.31,1.51,0.27,-0.78,-0.96,96.37,94.87,93.73,2.4,6.4,12.4,6.2,0.7,4.5,1.7,0.7,0.7,0.3,80.5,0.26,-1.28,-8.8,9.1,6.97,20.5,28.13,811.48,343.91,5067.39,336.32,841.91,1845.12,754.91,532.99,3974.26,166.63,123.4,82.57,0.68,-3.49,0.04,-0.06,0.39,-7.6,10.58,18.81,124.2,83.8,99.5,90.9,84.5,60.48,3559.29,-6.4,117.4,8.65
31/12/2014,5197.54,84304.32,61892.29,25754.17,47139.24,34505.45,5197.54,2.9,10.8,19,13.2,0.2,-2,4.7,0.9,0,6.11,81.2,92.9,0.13,0.2,-0.5,95.6,53.6,0.2,91.1,-0.33,0.11,1.53,1.7,2.1,2.4,2.2,1.08,-0.19,0.61,0.01,82.7,1.53,0.16,-0.3,-1,96.3,95,93.9,3.5,4.9,10.5,4.4,0.2,-1.6,1.6,0.9,0.9,0.2,80.6,0.27,-1.33,-9.97,9.1,7,20.4,28,816.8,345.9,5124,338,850,1865,763,534,4012,166.9,123.7,82.94,0.34,-3.13,-0.76,0.25,-0.43,4.77,7.06,19.07,109.6,85.1,95.6,82,83,60.68,3568.83,1,104.8,8.44
31/01/2015,5244.78,78857.75,62394.5,27898.94,48684.64,37164.3,5244.78,6.7,-4.7,-2.5,-6.6,-4.9,-0.7,-4.7,0.3,0.6,6.34,78.6,93.28,0.31,0.23,-0.63,95.26,53.63,0.18,93.2,0.22,0.31, -   ,1.56,2.17,2.4,2.23,1.75,-0.73, -   ,-0.13,81.77,1.08,-0.01,-0.39,-0.99,96.64,94.93,93.9,3,2.7,5.9,2.1,0.3,1.6,-0.3,0.7,0.9,0.4,80.2,-0.69,-0.97,-3.52,9.07,6.97,20.33,27.93,822.9,349.62,5166.37,339.72,854.82,1902.89,775.06,535.38,4067.8,167.35,124.08,83.13,-0.21,-3.01,1.81,0.34,0.05,-6.49,11.67,19.32,124.5,81.8,96.7,81.5,81.7,60.64,3578.91,0.2,114.6,8.52
28/02/2015,5687.06,86073.27,69805.34,28062.01,52038.06,38539.02,5687.06,-0.3,0.5,4,-0.3,-2.1,-0.2,-2.1,0.3,0.3,6.15,80.4,93.62,0.28,0.2,-0.58,94.94,53.67,0.15,100.7,0.2,0.27, -   ,1.44,2.23,2.4,2.27,1.56,-0.66, -   ,-0.12,80.93,0.97,0.09,-0.29,-0.91,96.96,94.87,93.9,1.5,3.9,9,2.8,-0.4,1.3,-0.2,0.6,1,0.3,80.3,-0.63,-0.88,-3.3,9.03,6.93,20.27,27.87,828.4,352.98,5204.63,341.28,859.18,1937.11,785.94,536.62,4118.2,167.75,124.42,83.31,0.06,-2.91,-0.12,0.35,0.01,-7.8,8.96,19.56,125.1,91.9,104.1,89.9,92.6,60.89,3607.12,2.7,125.8,8.51
31/03/2015,5576.95,81206.76,66655.8,28101.37,52006.71,37738.26,5576.95,3.9,7.3,12.2,9,0.7,3.7,0.2,0.3,0.4,6.1,81,94,0.31,0.23,-0.64,94.6,53.7,0.17,99.5,0.22,0.3,0.92,1.3,2.3,2.4,2.3,1.7,-0.74,0.39,-0.13,80,1.06,0.21,-0.06,-1.01,97.3,94.8,93.9,3.1,5.6,11.1,6.7,-0.8,1.5,0.2,0.6,0.9,0.4,80.2,-0.7,-0.99,-3.77,9,6.9,20.2,27.8,834.5,356.7,5247,343,864,1975,798,538,4174,168.2,124.8,83.51,0.39,-2.79,0.51,0.12,0.06,-5.57,6.3,19.81,118.7,92.8,102.1,90.2,93.5,60.9,3592.07,3.3,120.5,8.15
30/04/2015,5669.47,88124.93,67448.77,27857.02,51120.74,37327.48,5669.47,2.8,3.2,10,2.7,-3.2,-1.2,-0.7,0.4,0.3,6.11,79.8,94.07,0.03,-0.05,-0.75,95,53.8,0.17,96.2,-0.06,0.04, -   ,1.37,2.2,2.37,2.27,-0.8,-1.58, -   ,-0.85,79.24,-0.09,0.17,-0.15,-0.65,97.3,94.73,94.03,2.8,5,12.4,6.1,-3.3,0.7,1.5,0.6,0.9,0.4,80.3,-0.67,-1.36,22.11,8.9,6.8,20.17,27.64,838.98,356.14,5320.52,344.98,865.98,1969.4,798,545.91,4178.62,168.93,125.33,84.28,0.16,-3.41,0.17,-0.01,-0.09,-6.86,6.18,20.06,125.7,86,101.4,84.2,83.9,60.83,3605.69,-0.3,108.4,8.32
31/05/2015,5802.62,88334.8,68930.22,27804.71,51324.94,38416.97,5802.62,4.2,4.1,9.4,4.4,-1.5,1.1,-1.3,0.3,0.2,5.93,80.3,94.13,0.03,-0.05,-0.78,95.4,53.9,0.17,102.4,-0.07,0.04, -   ,1.43,2.1,2.33,2.23,-0.84,-1.66, -   ,-0.88,78.46,-0.09,0.39,0.23,-0.67,97.3,94.67,94.17,8.8,7.9,14.3,9.9,-0.5,2.6,-0.2,0.6,0.8,0.4,80.6,-0.69,-1.43,18.71,8.8,6.7,20.13,27.46,843.62,355.56,5396.48,347.02,868.02,1963.6,798,554.09,4183.38,169.67,125.87,85.08,0.84,-4.05,-0.16,0.19,0.14,-4.11,12.72,20.32,124.44,91,103.6,91.95,100.85,61,3625.38,8.9,113.82,8.38
30/06/2015,5331.73,81831.93,63181.98,27431.36,48602.26,36822.68,5331.73,4.8,11,20.7,13.3,-1,4.9,-4.7,0.6,-0.1,6,81.7,94.2,0.03,-0.05,-0.76,95.8,54,0.17,95.3,-0.06,0.04,0.59,1.5,2,2.3,2.2,-0.82,-1.64,0.61,-0.86,77.7,-0.09,0.48,0.28,-0.66,97.3,94.6,94.3,8,9.2,17.1,9.7,0.3,4,-1.2,1.1,0.7,0.3,81.7,-0.68,-1.4,15.25,8.7,6.6,20.1,27.3,848.1,355,5470,349,870,1958,798,562,4188,170.4,126.4,85.86,1.09,-4.67,-0.14,0.04,0.27,-5.5,9.64,20.57,121.33,92.46,94.38,84.87,83.71,60.91,3620.27,-1.16,112,8.38
31/07/2015,5435.16,82038.52,62495.17,28957.16,50741.72,38924.77,5435.16,5.4,6.6,12.8,8.1,-1.2,1.5,0,2.1,0.7,6.28,80.2,94.33,0.35,0.37,0.01,95.87,54.07,0.17,92.2,0,0.41, -   ,1.47,2.03,2.27,2.17,1.72,-1.85, -   ,-0.36,77.06,1.42,0.36,-0.33,-1.38,97.5,94.8,94.3,3.6,7.6,14.1,10.1,-1.6,2.9,2.7,0.2,1,0.3,80.6,-0.18,-1.85,8.49,8.7,6.6,20.1,27.2,850.22,354.49,5512.46,350.68,882.13,1947.55,798.34,563.68,4191.71,170.84,126.7,85.88,0.58,-5.05,0.38,0.57,0.13,-2.93,10.57,20.83,121.57,82.84,100.89,75.96,80.03,61.01,3629.57,4.07,93.74,8.64
31/08/2015,5170.43,70680.18,59265.47,26553.69,46787.73,37331.08,5170.43,1.2,10.4,19.4,12.7,-1,4.5,2.3,1.2,0.4,6.09,81,94.47,0.35,0.37,0.01,95.93,54.13,0.17,99.5,0,0.4, -   ,1.43,2.07,2.23,2.13,1.69,-1.89, -   ,-0.36,76.42,1.4,0.6,0.19,-1.4,97.7,95,94.3,1.4,10.7,20,13,-1.4,4.5,1.8,0.5,0.9,0.3,81.1,-0.18,-1.89,7.83,8.7,6.6,20.1,27.1,852.35,353.99,5554.91,352.37,894.26,1937.11,798.67,565.37,4195.41,171.28,127.01,85.9,1.39,-5.43,-0.15,-0.12,0.29,2.39,10.14,21.09,126.07,95.68,104.82,86.14,84.67,60.99,3651.29,-1.47,101.43,8.44
30/09/2015,5142.95,62087.44,56356.6,26037.81,45404.89,37230.61,5142.95,9.1,13.3,19,14.8,6.2,6.2,3.7,0.5,0.3,6.16,81.9,94.6,0.33,0.36,0.01,96,54.2,0.16,93.9,0,0.39,1.33,1.4,2.1,2.2,2.1,1.61,-1.86,0.88,-0.35,75.8,1.34,0.53,0.46,-1.37,97.9,95.2,94.3,5.3,9.8,16.2,10.5,3.5,2.6,1.3,0.7,1,0.3,81.3,-0.18,-1.86,7.03,8.7,6.6,20.1,27,854.4,353.5,5596,354,906,1927,799,567,4199,171.7,127.3,85.92,0.79,-5.79,0.68,0.2,-0.04,2.6,4.9,21.34,109.05,90.23,103.67,76.49,89.92,60.99,3641.57,13.43,101.7,8.78
31/10/2015,5508.9,67068.55,58867.95,25292.33,47387.35,39075.44,5508.9,5.6,13,19.8,11.9,7.2,0,5.7,0.4,0.5,5.92,81.8,94.8,0.21,0.02,-0.22,96.1,54.33,0.16,97.8,0.01,0.24, -   ,1.5,2.1,2.13,2.1,0.25,0.71, -   ,-0.52,74.69,0.74,0.55,0.26,-1.8,98,95.2,94.33,3.5,10.1,15.6,9.9,3.9,0.2,1.7,0.5,0.9,0.4,81.5,0.35,-0.79,-2.29,8.8,6.67,20.07,27.07,858.38,356.63,5610.15,355.68,912.07,1951.93,809.11,567.34,4240.78,172.17,127.84,86.1,1.08,-5.66,0.42,0.38,-0.29,-5.14,9.76,21.6,115.9,91.3,107.4,91.8,82.7,61.31,3686.76,-9.1,101.3,8.71
30/11/2015,5509.82,66298.64,51565.97,25157.83,47063.16,37931.54,5509.82,4.6,14.1,22.5,16.5,3.5,4.8,7.3,0.5,0.3,5.86,81.4,95,0.2,0.02,-0.22,96.2,54.47,0.16,101.7,0.01,0.23, -   ,1.6,2.1,2.07,2.1,0.24,0.68, -   ,-0.51,73.61,0.71,0.71,0.77,-1.77,98.1,95.2,94.37,6.2,12.2,19.9,14.3,2.7,2.4,2.1,0.6,0.7,0.3,80.8,0.34,-0.77,-2.26,8.9,6.73,20.03,27.13,862.22,359.67,5623.85,357.32,917.93,1976.07,818.89,567.66,4281.22,172.63,128.36,86.28,1.8,-5.53,-0.13,0.22,0.02,7.48,4.45,21.85,121.5,89.3,97.6,97.1,102.8,61.42,3702.47,5.7,102.7,8.58
31/12/2015,5725.37,61331.39,52172.75,26215.21,48346.39,39446.23,5725.37,2.4,14,23.3,17.3,1.5,3,8.7,0.8,0.2,5.74,80.6,95.2,0.21,0.02,-0.22,96.3,54.6,0.16,100.8,0.01,0.24,0.74,1.7,2.1,2,2.1,0.25,0.7,0.43,-0.53,72.5,0.73,0.48,0.7,-1.86,98.2,95.2,94.4,3.3,9.1,15.2,9.5,2.6,3,5.9,0.9,0.6,0.4,79.9,0.35,-0.81,-2.39,9,6.8,20,27.2,866.2,362.8,5638,359,924,2001,829,568,4323,173.1,128.9,86.47,0.43,-5.39,-0.17,-0.06,0.05,-1.41,7.04,22.11,122.4,94.3,103.3,93,91.2,61.39,3685.22,-1.8,99.2,8.45
31/01/2016,5433.08,57514.63,47218.12,26410.23,45697.84,39865.55,5433.08,4.9,-3.5,0,-3.9,-6.6,-1,-5.4,0.3,0.4,6.03,79.3,95.34,0.3,0.22,-0.9,96.1,54.8,0.16,97.3,-0.03,0.32, -   ,1.56,1.96,1.83,1.96,1.3,0.06, -   ,-0.43,71.99,-0.03,0.03,0.63,-2.29,98.3,95.37,94.47,0.9,3.2,7.5,4.3,-1.9,1.3,-1.1,0.7,0.6,0.1,80.9,0.76,-0.28,-11.17,8.97,6.8,20.07,27.34,865.11,362.25,5639.7,360.7,928.43,1993.16,830.36,570.38,4323,173.58,129.38,86.78,-1.59,-4.78,0.61,0.34,-0.17,-9.87,13.72,22.21,120.3,85.4,100.8,88.4,91.4,61.3,3722.39,3,113,8.52
29/02/2016,5484.44,57525,51447.02,24950.25,44893.36,41004.63,5484.44,2.2,6.6,10.3,9.5,0,1.6,9.1,0.4,0.2,5.69,81.6,95.46,0.28,0.2,-0.85,95.9,55,0.16,101.3,-0.03,0.3, -   ,1.44,1.84,1.67,1.84,1.2,0.05, -   ,-0.4,71.51,-0.03,0.56,0.92,-2.2,98.4,95.53,94.53,4.5,10.2,16.4,12.9,1.2,2.6,10.2,0.7,0.5,0.2,81.5,0.7,-0.26,-11.76,8.93,6.8,20.13,27.46,864.09,361.75,5641.3,362.3,932.57,1985.84,831.64,572.62,4323,174.02,129.82,87.08,0.64,-4.21,0.15,-0.23,-0.01,-6.49,7.25,22.31,124,95.1,104.7,87.8,95,61.28,3716.41,7.2,99.3,8.35
31/03/2016,5784.21,60837.4,54583.05,26130.89,47018.56,41986.21,5784.21,7.6,14.2,19,17.1,6.5,0.2,2.2,0.6,0.2,5.65,82.7,95.6,0.3,0.22,-0.92,95.7,55.2,0.16,99.1,-0.03,0.32,0.91,1.3,1.7,1.5,1.7,1.27,0.05,0.8,-0.43,71,-0.03,0.73,0.84,-2.4,98.5,95.7,94.6,7.2,12.5,18.1,14.2,5.1,-0.6,1.8,0.9,0.6,0.2,81.8,0.75,-0.28,-14.25,8.9,6.8,20.2,27.6,863,361.2,5643,364,937,1978,833,575,4323,174.5,130.3,87.4,1.34,-3.6,-0.48,0.1,-0.41,-10,5.21,22.42,115.8,87.3,104.8,95,92.6,61.27,3752.36,-2.4,104.7,8.39
30/04/2016,5959.99,65491.47,62328.2,26262.61,48601.81,43162.83,5959.99,4.7,8,14.1,5.8,4.1,0.7,0,0.6,0,5.64,80.9,95.5,0.21,0.41,0.48,95.6,55,0.16,95.1,0.12,0.17, -   ,1.2,1.67,1.43,1.67,0.54,0.17, -   ,-0.88,71.82,0.82,0.52,0.57,-3.52,98.34,96,95.03,5.1,9.7,16.1,9.2,3.7,2.4,2.6,0.7,0.4,0.2,81.5,-0.32,-1.63,3.27,8.87,6.8,20.13,27.57,870.62,365.75,5686.52,364.99,940.3,2003.05,838.27,601.37,4383.33,175.46,130.99,87.85,0.13,-3.7,-1.33,0.04,-0.03,-7.16,9.91,22.52,116.96,83.98,97.88,89.78,87.14,61.23,3771.69,-2.64,96.11,8.62
31/05/2016,6180.61,64283.43,60312.06,27584.19,50101.44,44299.45,6180.61,0.9,8.4,15.9,9.1,0.2,0.9,2.5,0.4,0.2,5.72,81.6,95.4,0.21,0.42,0.49,95.5,54.8,0.16,103.2,0.12,0.18, -   ,1.1,1.63,1.37,1.63,0.55,0.18, -   ,-0.91,72.68,0.84,0.72,1.1,-3.77,98.16,96.3,95.47,4.9,12.3,20.9,14.8,1.2,2.5,2.8,0.8,0.6,0.3,81.9,-0.33,-1.71,3.27,8.83,6.8,20.07,27.53,878.48,370.45,5731.48,366.01,943.7,2028.95,843.73,628.63,4445.67,176.44,131.71,88.33,1.07,-3.81,1.89,0.05,-0.02,-8.58,7.58,22.63,122.8,86.6,104.9,101.7,100,61.14,3771.4,-1.7,106.6,8.32
30/06/2016,6122.44,64051.75,60501.57,27237.36,48872.38,45869.13,6122.44,4.5,13.8,21.9,15.9,3.5,5.2,-2.5,0.3,-0.1,5.69,81,95.3,0.21,0.4,0.47,95.4,54.6,0.16,102.2,0.11,0.17,0,1,1.6,1.3,1.6,0.53,0.17,0.45,-0.89,73.5,0.81,0.66,0.49,-3.8,98,96.6,95.9,6.8,11.6,17.7,12.3,4.2,4,0.9,0.8,0.6,0.3,81,-0.32,-1.68,3.06,8.8,6.8,20,27.5,886.1,375,5775,367,947,2054,849,655,4506,177.4,132.4,88.79,0.67,-3.91,-0.4,0.16,0.18,-24.66,7.4,22.73,122.7,90.3,105.2,97.9,94.8,61.19,3755.03,-3.1,103.7,8.78
31/07/2016,6646.86,64148.99,65209.89,28379.6,51945.96,48353.62,6646.86,5.8,10,17.1,7.9,5,1.7,1.2,2.6,0.7,5.7,81,95.43,0.03,0.45,1.8,95.6,54.5,0.14,99.1,0.04,0.02, -   ,1.13,1.63,1.23,1.6,-0.29,0.32, -   ,-0.34,74.54,-0.06,0.6,0.67,-1.59,97.87,96.5,95.9,4,10.8,18,9.5,4.9,3.2,4.1,0.8,0.4,0.3,81.4,-0.79,-1.14,3.08,8.77,6.73,19.93,27.47,891.76,378.03,5815.43,368.01,955.42,2079.95,857.09,656.68,4549.8,177.97,132.8,88.89,0.24,-4.01,0.26,0.27,0.07,-4.33,4.57,22.84,120.8,85.6,102.3,91.9,94.9,61.25,3820.9,3,101.8,9.01
31/08/2016,6542.93,66003.7,65408.89,26508.55,51139.04,47008.63,6542.93,7.3,8.1,14.4,5.4,4.3,2.8,1.3,1.4,0.3,5.61,81,95.57,0.03,0.45,1.77,95.8,54.4,0.14,101,0.04,0.02, -   ,1.27,1.67,1.17,1.6,-0.29,0.32, -   ,-0.34,75.59,-0.06,0.42,1.24,-1.62,97.73,96.4,95.9,7.9,8.4,15.4,6.2,3.7,2.4,0.8,0.7,0.4,0.2,81.1,-0.8,-1.15,2.98,8.73,6.67,19.87,27.43,897.42,381.07,5855.87,369.02,963.85,2105.89,865.17,658.37,4593.61,178.55,133.21,88.99,-0.65,-4.11,0.14,-0.29,-0.01,-8.61,7.68,22.94,122.73,86.46,106.7,95.12,94.24,61.04,3799.55,-0.88,112.08,8.81
30/09/2016,6642.82,66097.94,69100.53,25444.97,51386.01,44975.03,6642.82,10.2,12.1,19.9,12.2,4.1,11.4,4.7,0.6,0.4,5.65,81.2,95.7,0.03,0.44,1.69,96,54.3,0.13,101.4,0.03,0.02,0.04,1.4,1.7,1.1,1.6,-0.28,0.31,0.64,-0.33,76.6,-0.06,0.46,0.29,-1.59,97.6,96.3,95.9,6.5,8.9,17.8,8.2,1.4,7.9,2.5,0.8,0.5,0.4,80.7,-0.78,-1.13,2.8,8.7,6.6,19.8,27.4,902.9,384,5895,370,972,2131,873,660,4636,179.1,133.6,89.08,-0.4,-4.21,-0.25,-0.1,0.65,-16.77,11.39,23.05,127.03,89.49,104.25,90.74,95.28,60.87,3843.26,4.54,109.3,8.72
31/10/2016,6329.6,64593.57,69990.09,24334.81,50281.7,41442.15,6329.6,6.5,9.6,14.5,9.7,4.7,0.7,5.5,1,0.2,5.58,81,95.83,0.36,1.11,5.53,95.6,53.59,0.14,102.4,-0.13,0.32, -   ,1.4,1.57,1.13,1.57,1.04,-0.12, -   ,0.31,79.4,-0.67,0.24,0.38,-0.53,97.77,96.5,96.1,4.6,5.9,9.2,6.5,1.8,1.2,2.2,1,0.3,0.2,80.8,0.17,-1.34,-21.88,8.7,6.63,19.67,27.13,910.52,385.75,5980.25,370.67,980.09,2148.52,880.75,659.33,4668.68,179.37,133.9,88.47,-1.45,-3.25,0.29,0.19,-0.24,-5.03,10.67,23.15,126.52,89.13,105.19,96,95.28,60.95,3825.67,-0.72,105.7,8.54
